Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-422475,Axon guidance,5,585,0.038529935,0.969599995,0.969599995,40,298,0.02116778,9606,Homo sapiens,SEMA4A;TYROBP;SRC;CD24,,R-HSA-3928633;R-HSA-8855747;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928631;R-HSA-3928628;R-HSA-373716;R-HSA-416725;R-HSA-3928623;R-HSA-445084;R-HSA-3928615;R-HSA-3928614;R-HSA-9011241;R-HSA-3928602;R-HSA-418850;R-HSA-3928607;R-HSA-4093336;R-HSA-3928604;R-HSA-374701;R-HSA-3928594;R-HSA-418858;R-HSA-418859;R-HSA-418856;R-HSA-3928651;R-HSA-4093327;R-HSA-418868;R-HSA-3928648;R-HSA-3928584;R-HSA-416690;R-HSA-437234;R-HSA-418865;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-418874;R-HSA-3928583;R-HSA-3928645;R-HSA-3928580;R-HSA-391866
R-HSA-983712,Ion channel transport,1,208,0.013699532,0.970327376,0.970327376,1,51,0.003622674,9606,Homo sapiens,PLN,,R-HSA-427910
R-HSA-5617833,Cilium Assembly,1,210,0.013831259,0.97132098,0.97132098,1,50,0.003551641,9606,Homo sapiens,ATAT1,,R-HSA-5618328
R-HSA-68877,Mitotic Prometaphase,1,211,0.013897122,0.971805283,0.971805283,6,20,0.001420656,9606,Homo sapiens,SGO1,,R-HSA-9648114;R-HSA-2484822;R-HSA-375302;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821
R-HSA-69275,G2/M Transition,1,212,0.013962985,0.972281439,0.972281439,1,78,0.00554056,9606,Homo sapiens,CDKN1A,,R-HSA-8852362
R-HSA-5673001,RAF/MAP kinase cascade,2,322,0.02120793,0.972416042,0.972416042,11,75,0.005327461,9606,Homo sapiens,SRC;RASAL1,,R-HSA-9657603;R-HSA-5658231;R-HSA-5672980;R-HSA-5672978;R-HSA-5658435;R-HSA-9657606;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-9657599;R-HSA-5672969
R-HSA-453274,Mitotic G2-G2/M phases,1,214,0.014094711,0.973209855,0.973209855,1,80,0.005682625,9606,Homo sapiens,CDKN1A,,R-HSA-8852362
R-HSA-5684996,MAPK1/MAPK3 signaling,2,329,0.021668972,0.975078435,0.975078435,11,82,0.005824691,9606,Homo sapiens,SRC;RASAL1,,R-HSA-9657603;R-HSA-5658231;R-HSA-5672980;R-HSA-5672978;R-HSA-5658435;R-HSA-9657606;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-9657599;R-HSA-5672969
R-HSA-397014,Muscle contraction,1,232,0.015280248,0.980288231,0.980288231,3,53,0.003764739,9606,Homo sapiens,PLN,,R-HSA-427910;R-HSA-5617182;R-HSA-5578777
R-HSA-376176,Signaling by ROBO receptors,1,235,0.015477837,0.981271553,0.981271553,1,60,0.004261969,9606,Homo sapiens,SRC,,R-HSA-9011241
R-HSA-71387,Metabolism of carbohydrates,3,456,0.03003359,0.983234584,0.983234584,28,241,0.017118909,9606,Homo sapiens,EPM2A;DSE;HSPG2,,R-HSA-2076383;R-HSA-2076508;R-HSA-2024084;R-HSA-2076371;R-HSA-2022860;R-HSA-2022856;R-HSA-2022919;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851;R-HSA-1889981;R-HSA-9638064;R-HSA-3781018;R-HSA-1667005;R-HSA-3781021;R-HSA-1889978;R-HSA-3781009;R-HSA-3781011;R-HSA-1878002;R-HSA-3781001;R-HSA-2024108;R-HSA-2076392;R-HSA-2022887;R-HSA-2024100;R-HSA-2022052;R-HSA-3780995;R-HSA-1889955;R-HSA-1678694
R-HSA-9679506,SARS-CoV Infections,5,639,0.042086544,0.983602696,0.983602696,13,401,0.02848416,9606,Homo sapiens,FPR1;IRF7;MKRN3;ISG15;HSPG2,,R-HSA-9694579;R-HSA-9729500;R-HSA-9729725;R-HSA-9699007;R-HSA-9690461;R-HSA-9728804;R-HSA-9694661;R-HSA-9679044;R-HSA-9755244;R-HSA-9768142;R-HSA-9727919;R-HSA-9697423;R-HSA-9698988
R-HSA-68882,Mitotic Anaphase,1,249,0.016399921,0.985252055,0.985252055,2,32,0.00227305,9606,Homo sapiens,SGO1,,R-HSA-2467809;R-HSA-2467811
R-HSA-2555396,Mitotic Metaphase and Anaphase,1,250,0.016465784,0.985501748,0.985501748,2,33,0.002344083,9606,Homo sapiens,SGO1,,R-HSA-2467809;R-HSA-2467811
R-HSA-71291,Metabolism of amino acids and derivatives,5,666,0.043864849,0.988074407,0.988074407,5,285,0.020244353,9606,Homo sapiens,NQO1;ARG2;ARG1;KYNU;PSPH,,R-HSA-71217;R-HSA-452036;R-HSA-977324;R-HSA-350578;R-HSA-70569
R-HSA-5683057,MAPK family signaling cascades,2,380,0.025027992,0.98823173,0.98823173,11,122,0.008666004,9606,Homo sapiens,SRC;RASAL1,,R-HSA-9657603;R-HSA-5658231;R-HSA-5672980;R-HSA-5672978;R-HSA-5658435;R-HSA-9657606;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-9657599;R-HSA-5672969
R-HSA-112316,Neuronal System,3,490,0.032272937,0.989402478,0.989402478,7,221,0.015698253,9606,Homo sapiens,SRC;CHRNA6;KCNJ15,,R-HSA-629595;R-HSA-1013020;R-HSA-629596;R-HSA-629599;R-HSA-9612085;R-HSA-1013012;R-HSA-622326
R-HSA-9609646,HCMV Infection,1,270,0.017783047,0.989698663,0.989698663,2,31,0.002202017,9606,Homo sapiens,CEBPD,,R-HSA-9624033;R-HSA-9698926
R-HSA-69278,"Cell Cycle, Mitotic",4,596,0.039254429,0.990749958,0.990749958,41,352,0.025003552,9606,Homo sapiens,SGO1;CLN3;CDKN1A;SRC,,R-HSA-187520;R-HSA-375302;R-HSA-2467809;R-HSA-69191;R-HSA-2467811;R-HSA-8942607;R-HSA-69195;R-HSA-1638803;R-HSA-69005;R-HSA-8852362;R-HSA-69199;R-HSA-187916;R-HSA-157906;R-HSA-8941915;R-HSA-198613;R-HSA-8848414;R-HSA-2468287;R-HSA-8942803;R-HSA-187934;R-HSA-188386;R-HSA-9648114;R-HSA-187552;R-HSA-188390;R-HSA-1363314;R-HSA-9018017;R-HSA-69227;R-HSA-1363303;R-HSA-8848436;R-HSA-2484822;R-HSA-187574;R-HSA-187575;R-HSA-187828;R-HSA-1363311;R-HSA-69562;R-HSA-188350;R-HSA-1226094;R-HSA-8942836;R-HSA-1638821;R-HSA-1226095;R-HSA-1363306;R-HSA-8961846
R-HSA-5668914,Diseases of metabolism,2,424,0.02792597,0.993922113,0.993922113,13,195,0.013851399,9606,Homo sapiens,EPM2A;HSPG2,,R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-3791349;R-HSA-4420365;R-HSA-3560804;R-HSA-9036283;R-HSA-3656261;R-HSA-3797226;R-HSA-3560802;R-HSA-9036285;R-HSA-3656257;R-HSA-3656267
R-HSA-8978868,Fatty acid metabolism,2,431,0.028387012,0.994534118,0.994534118,6,220,0.01562722,9606,Homo sapiens,SLC22A4;PTGS2,,R-HSA-2309779;R-HSA-165026;R-HSA-2309787;R-HSA-2314686;R-HSA-2309773;R-HSA-2161951
R-HSA-8957322,Metabolism of steroids,1,331,0.021800698,0.996377788,0.996377788,1,250,0.017758204,9606,Homo sapiens,LST1,,R-HSA-194083
R-HSA-195721,Signaling by WNT,1,332,0.021866561,0.99643945,0.99643945,10,157,0.011152152,9606,Homo sapiens,FZD3,,R-HSA-3858491;R-HSA-5099886;R-HSA-4608866;R-HSA-3965444;R-HSA-3858482;R-HSA-3965446;R-HSA-3858480;R-HSA-3965447;R-HSA-3965441;R-HSA-4608825
R-HSA-1852241,Organelle biogenesis and maintenance,1,338,0.02226174,0.996788074,0.996788074,1,86,0.006108822,9606,Homo sapiens,ATAT1,,R-HSA-5618328
R-HSA-212436,Generic Transcription Pathway,14,1588,0.104590661,0.998245142,0.998245142,52,884,0.06279301,9606,Homo sapiens,CLN3;CDKN1A;SPI1;SRC;SETD1A;TNFRSF10C;MKRN3;FOS,,R-HSA-8937097;R-HSA-8865280;R-HSA-8937728;R-HSA-5632732;R-HSA-8936979;R-HSA-187934;R-HSA-6806394;R-HSA-8936616;R-HSA-9617840;R-HSA-8936621;R-HSA-8936481;R-HSA-8936995;R-HSA-6803403;R-HSA-8937016;R-HSA-6803411;R-HSA-8935740;R-HSA-8878130;R-HSA-5632738;R-HSA-9008433;R-HSA-69562;R-HSA-8935731;R-HSA-8936628;R-HSA-9617838;R-HSA-6803801;R-HSA-9008456;R-HSA-6803875;R-HSA-8937037;R-HSA-9618004;R-HSA-8937807;R-HSA-8937792;R-HSA-8937050;R-HSA-6803892;R-HSA-5633414;R-HSA-8937820;R-HSA-8865491;R-HSA-6803890;R-HSA-8937682;R-HSA-6803388;R-HSA-8865244;R-HSA-8865498;R-HSA-8937814;R-HSA-9768950;R-HSA-9768945;R-HSA-8878178;R-HSA-8865505;R-HSA-6806412;R-HSA-8878186;R-HSA-8865256;R-HSA-9614562;R-HSA-5633441;R-HSA-6803871;R-HSA-8937844
R-HSA-5663205,Infectious disease,13,1512,0.099585062,0.998309942,0.998309942,24,897,0.063716437,9606,Homo sapiens,ENTPD1;FCGR2A;CEBPD;SRC;IL1B;FPR1;IRF7;MKRN3;ISG15;FCGR1A;HSPG2,,R-HSA-9664275;R-HSA-9694579;R-HSA-449058;R-HSA-9664278;R-HSA-9729500;R-HSA-9729725;R-HSA-1176059;R-HSA-112333;R-HSA-9699007;R-HSA-9690461;R-HSA-9728804;R-HSA-8876948;R-HSA-9624033;R-HSA-9694661;R-HSA-9664261;R-HSA-9679044;R-HSA-9755244;R-HSA-8850846;R-HSA-448703;R-HSA-9768142;R-HSA-9727919;R-HSA-9697423;R-HSA-9698926;R-HSA-9698988
R-HSA-73894,DNA Repair,1,381,0.025093855,0.998467092,0.998467092,5,339,0.024080125,9606,Homo sapiens,ISG15,,R-HSA-5653766;R-HSA-5653780;R-HSA-5653786;R-HSA-5653754;R-HSA-5653770
R-HSA-382551,Transport of small molecules,6,971,0.063953105,0.999153541,0.999153541,11,454,0.032248899,9606,Homo sapiens,SLC22A4;PLN;LST1;SLC15A3;SLC29A2,,R-HSA-427910;R-HSA-549241;R-HSA-109536;R-HSA-9631987;R-HSA-194083;R-HSA-428007;R-HSA-109527;R-HSA-109529;R-HSA-549297;R-HSA-879575;R-HSA-109534
R-HSA-199991,Membrane Trafficking,3,668,0.043996575,0.999153967,0.999153967,6,219,0.015556187,9606,Homo sapiens,RAB31;SRC;MKRN3,,R-HSA-191654;R-HSA-191636;R-HSA-1454689;R-HSA-8877311;R-HSA-191656;R-HSA-1445149
R-HSA-68886,M Phase,1,416,0.027399065,0.999161807,0.999161807,8,91,0.006463986,9606,Homo sapiens,SGO1,,R-HSA-9648114;R-HSA-2484822;R-HSA-375302;R-HSA-2467809;R-HSA-2467811;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821
R-HSA-73857,RNA Polymerase II Transcription,14,1730,0.113943226,0.999604579,0.999604579,52,945,0.067126012,9606,Homo sapiens,CLN3;CDKN1A;SPI1;SRC;SETD1A;TNFRSF10C;MKRN3;FOS,,R-HSA-8937097;R-HSA-8865280;R-HSA-8937728;R-HSA-5632732;R-HSA-8936979;R-HSA-187934;R-HSA-6806394;R-HSA-8936616;R-HSA-9617840;R-HSA-8936621;R-HSA-8936481;R-HSA-8936995;R-HSA-6803403;R-HSA-8937016;R-HSA-6803411;R-HSA-8935740;R-HSA-8878130;R-HSA-5632738;R-HSA-9008433;R-HSA-69562;R-HSA-8935731;R-HSA-8936628;R-HSA-9617838;R-HSA-6803801;R-HSA-9008456;R-HSA-6803875;R-HSA-8937037;R-HSA-9618004;R-HSA-8937807;R-HSA-8937792;R-HSA-8937050;R-HSA-6803892;R-HSA-5633414;R-HSA-8937820;R-HSA-8865491;R-HSA-6803890;R-HSA-8937682;R-HSA-6803388;R-HSA-8865244;R-HSA-8865498;R-HSA-8937814;R-HSA-9768950;R-HSA-9768945;R-HSA-8878178;R-HSA-8865505;R-HSA-6806412;R-HSA-8878186;R-HSA-8865256;R-HSA-9614562;R-HSA-5633441;R-HSA-6803871;R-HSA-8937844
R-HSA-1643685,Disease,24,2596,0.170980702,0.999831511,0.999831511,89,1787,0.126935644,9606,Homo sapiens,SLC22A4;EPM2A;CDKN1A;ENTPD1;BCL2A1;CEBPD;SRC;LST1;FPR1;ISG15;HSPG2;CLN3;FCGR2A;IL1B;IRF7;MKRN3;SERPING1;FCGR1A;S100A9;S100A8,,R-HSA-9664275;R-HSA-6802919;R-HSA-9656211;R-HSA-9670418;R-HSA-6802918;R-HSA-9670417;R-HSA-9656209;R-HSA-6802916;R-HSA-9670416;R-HSA-9656215;R-HSA-6802914;R-HSA-9656214;R-HSA-9664278;R-HSA-9656212;R-HSA-6802912;R-HSA-9036289;R-HSA-6802927;R-HSA-3656254;R-HSA-3656382;R-HSA-9670426;R-HSA-6802926;R-HSA-6802925;R-HSA-9036290;R-HSA-6802924;R-HSA-6802922;R-HSA-9725338;R-HSA-6802921;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-9651456;R-HSA-8876948;R-HSA-6802932;R-HSA-9659782;R-HSA-9664261;R-HSA-9651467;R-HSA-6802943;R-HSA-8850846;R-HSA-6802942;R-HSA-5602383;R-HSA-6802941;R-HSA-9650447;R-HSA-9697423;R-HSA-9670414;R-HSA-9670413;R-HSA-5625674;R-HSA-9670412;R-HSA-449058;R-HSA-5602672;R-HSA-9729725;R-HSA-9699007;R-HSA-2400009;R-HSA-9728804;R-HSA-6802911;R-HSA-448703;R-HSA-6802910;R-HSA-9727919;R-HSA-9698988;R-HSA-2399969;R-HSA-6803234;R-HSA-6803233;R-HSA-9729500;R-HSA-112333;R-HSA-3791349;R-HSA-4420365;R-HSA-9690461;R-HSA-3560804;R-HSA-3797226;R-HSA-3560802;R-HSA-9694661;R-HSA-5661184;R-HSA-9679044;R-HSA-9768142;R-HSA-9694579;R-HSA-5602353;R-HSA-9698043;R-HSA-1176059;R-HSA-9698041;R-HSA-9036283;R-HSA-3656261;R-HSA-9624033;R-HSA-9036285;R-HSA-3656257;R-HSA-9755244;R-HSA-6803230;R-HSA-5602606;R-HSA-3656267;R-HSA-6803227;R-HSA-9698926
R-HSA-74160,Gene expression (Transcription),15,1893,0.124678917,0.999837773,0.999837773,56,1060,0.075294786,9606,Homo sapiens,CLN3;CDKN1A;PIWIL4;SPI1;SRC;SETD1A;TNFRSF10C;MKRN3;FOS,,R-HSA-8937097;R-HSA-8865280;R-HSA-8937728;R-HSA-5632732;R-HSA-5601883;R-HSA-8936979;R-HSA-187934;R-HSA-6806394;R-HSA-8936616;R-HSA-9617840;R-HSA-8936621;R-HSA-8936481;R-HSA-5601919;R-HSA-8936995;R-HSA-6803403;R-HSA-8937016;R-HSA-6803411;R-HSA-8935740;R-HSA-8878130;R-HSA-5632738;R-HSA-9008433;R-HSA-69562;R-HSA-8935731;R-HSA-5601897;R-HSA-8936628;R-HSA-9617838;R-HSA-6803801;R-HSA-9008456;R-HSA-6803875;R-HSA-8937037;R-HSA-9618004;R-HSA-8937807;R-HSA-8937792;R-HSA-8937050;R-HSA-6803892;R-HSA-5633414;R-HSA-8937820;R-HSA-8865491;R-HSA-6803890;R-HSA-8937682;R-HSA-6803388;R-HSA-8865244;R-HSA-8865498;R-HSA-8937814;R-HSA-5629237;R-HSA-9768950;R-HSA-9768945;R-HSA-8878178;R-HSA-8865505;R-HSA-6806412;R-HSA-8878186;R-HSA-8865256;R-HSA-9614562;R-HSA-5633441;R-HSA-6803871;R-HSA-8937844
R-HSA-5653656,Vesicle-mediated transport,3,828,0.054534677,0.999923944,0.999923944,6,252,0.01790027,9606,Homo sapiens,RAB31;SRC;MKRN3,,R-HSA-191654;R-HSA-191636;R-HSA-1454689;R-HSA-8877311;R-HSA-191656;R-HSA-1445149
R-HSA-556833,Metabolism of lipids,9,1446,0.095238095,0.999930393,0.999930393,19,965,0.068546669,9606,Homo sapiens,SLC22A4;GK;LST1;G0S2;FAR2;PTGS2;SGPP2,,R-HSA-165026;R-HSA-9026408;R-HSA-1989759;R-HSA-194083;R-HSA-9027627;R-HSA-390438;R-HSA-9027532;R-HSA-9018880;R-HSA-9020261;R-HSA-2309773;R-HSA-75887;R-HSA-2309779;R-HSA-9028255;R-HSA-2309787;R-HSA-428701;R-HSA-2314686;R-HSA-9027607;R-HSA-428664;R-HSA-2161951
R-HSA-8953854,Metabolism of RNA,1,789,0.051966015,0.999998769,0.999998769,2,187,0.013283137,9606,Homo sapiens,APOBEC3A,,R-HSA-77609;R-HSA-83677
R-HSA-597592,Post-translational protein modification,7,1604,0.105644471,0.999999476,0.999999476,6,538,0.038215656,9606,Homo sapiens,CST3;BST1;FCGR3B;RAB31;RAB20;PLAUR;LY6E,,R-HSA-8870469;R-HSA-8870466;R-HSA-162836;R-HSA-8952289;R-HSA-162729;R-HSA-8940388
R-HSA-392499,Metabolism of proteins,11,2214,0.145820984,0.999999974,0.999999974,10,811,0.057607615,9606,Homo sapiens,CST3;BST1;CLN3;FCGR3B;RAB31;RAB20;PLAUR;LYZ;HSPG2;LY6E;MSRB1,,R-HSA-976734;R-HSA-8870469;R-HSA-390470;R-HSA-5676917;R-HSA-8870466;R-HSA-162836;R-HSA-8952289;R-HSA-162729;R-HSA-8940388;R-HSA-977136
R-HSA-9709957,Sensory Perception,1,1262,0.083119278,1,1,3,143,0.010157693,9606,Homo sapiens,HSPG2,,R-HSA-2404131;R-HSA-2423785;R-HSA-2429643
R-HSA-1430728,Metabolism,22,3641,0.23980768,1,1,63,2268,0.161102429,9606,Homo sapiens,SLC22A4;EPM2A;NQO1;ARG2;ENTPD1;GK;ARG1;LST1;G0S2;GMPR;PTGS2;SGPP2;HSPG2;BST1;MARCKS;KYNU;DSE;FAR2;CA14;PSPH,,R-HSA-2404131;R-HSA-9018880;R-HSA-2024084;R-HSA-9028255;R-HSA-2022919;R-HSA-8850846;R-HSA-428701;R-HSA-2076419;R-HSA-2314686;R-HSA-9027607;R-HSA-165026;R-HSA-1889981;R-HSA-8850854;R-HSA-194083;R-HSA-9027627;R-HSA-977324;R-HSA-9638064;R-HSA-390438;R-HSA-3781018;R-HSA-1667005;R-HSA-3781021;R-HSA-1889978;R-HSA-70569;R-HSA-3781009;R-HSA-3781011;R-HSA-514604;R-HSA-2309773;R-HSA-2309779;R-HSA-71217;R-HSA-3781001;R-HSA-2024108;R-HSA-2309787;R-HSA-2024100;R-HSA-2022052;R-HSA-3780995;R-HSA-2161951;R-HSA-1889955;R-HSA-2076383;R-HSA-452036;R-HSA-2076508;R-HSA-9027532;R-HSA-9661397;R-HSA-1475025;R-HSA-2076371;R-HSA-2423785;R-HSA-8870346;R-HSA-2022860;R-HSA-2022856;R-HSA-2076611;R-HSA-2022851;R-HSA-1475017;R-HSA-9026408;R-HSA-1989759;R-HSA-9020261;R-HSA-399978;R-HSA-2429643;R-HSA-1878002;R-HSA-75887;R-HSA-2076392;R-HSA-350578;R-HSA-2022887;R-HSA-428664;R-HSA-1678694
